X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
"-7,397,581,523,226","4,076,923,774,015",4E-PM-1008-03,04E,PM,10082018,3,Adult,Gray,,Gray+,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,chasing #4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9758152322587 40.7692377401467)
"-7,395,409,229,221","4,079,798,003,954",41E-PM-1013-05,41E,PM,10132018,5,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",White tail,Above Ground,10,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.954092292214 40.7979800395433)
"-7,397,347,626,493","4,076,637,034,045",3H-AM-1008-05,03H,AM,10082018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,13,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9734762649298 40.7663703404546)
"-7,395,394,000,282","4,079,800,412,717",41E-AM-1007-02,41E,AM,10072018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9539400028236 40.79800412717)
"-7,395,548,910,035","4,079,687,745,997",40E-AM-1014-03,40E,AM,10142018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9554891003543 40.79687745996541)
"-7,398,096,101,172","4,076,838,966,655",2A-AM-1010-02,02A,AM,10102018,2,,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,perched on small fence,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9809610117171 40.7683896665502)
"-7,398,016,619,039","4,076,979,501,418",3A-PM-1017-03,03A,PM,10172018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9801661903932 40.7697950141751)
"-739,570,056,124","4,078,787,560,676",30I-PM-1006-02,30I,PM,10062018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9570056123953 40.7878756067582)
"-7,397,034,013,857","4,077,952,387,843",17C-PM-1013-01,17C,PM,10132018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,then perched on 2-ft high border fencing,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9703401385684 40.7795238784266)
"-7,397,676,965,915","4,077,419,080,105",9A-AM-1013-04,09A,AM,10132018,4,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.976769659152 40.7741908010484)
"-7,397,287,838,021","4,077,316,710,492",9E-PM-1014-02,09E,PM,10142018,2,Juvenile,Gray,"Black, Cinnamon","Gray+Black, Cinnamon",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9728783802067 40.7731671049246)
"-7,395,537,267,145","4,079,875,785,411",41D-AM-1014-02,41D,AM,10142018,2,Adult,Gray,,Gray+,,Above Ground,20,,FALSE,FALSE,FALSE,FALSE,FALSE,jumping,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9553726714504 40.7987578541123)
"-7,396,790,088,497","407,759,013,923",14G-AM-1012-02,14G,AM,10122018,2,,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,15,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9679008849677 40.7759013923034)
"-7,397,045,758,489","4,076,934,993,261",7H-PM-1006-09,07H,PM,10062018,9,Adult,Black,,Black+,,Ground Plane,FALSE,by tree,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,POINT (-73.9704575848926 40.7693499326095)
"-7,395,726,869,794","4,079,626,845,733",38D-AM-1017-03,38D,AM,10172018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,digging,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9572686979412 40.796268457326)
